length,width,curb-weight,engine-size,horsepower,city-L/100km,highway-L/100km,wheel-base,bore,drive-wheels,price
0.907256127,0.956944444,3012,173,134,13.055555555555555,10.217391304347826,109.1,3.58,rwd,21485
0.842864008,0.905555556,2304,110,86,8.703703703703704,7.121212121212121,96.5,3.15,fwd,8845
0.755886593,0.886111111,1989,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6692
0.811629025,0.948611111,2778,151,143,12.36842105263158,8.703703703703704,94.5,3.94,rwd,22018
0.907256127,0.956944444,2952,141,114,10.217391304347826,8.392857142857142,109.1,3.78,rwd,16845
0.694858241,0.8875,1713,92,58,4.795918367346939,4.351851851851852,86.6,2.91,fwd,6479
0.763094666,0.883333333,1909,90,70,6.184210526315789,5.465116279069767,94.5,3.03,fwd,6575
0.833733782,0.908333333,2455,108,94,9.4,7.580645161290323,97.0,3.62,fwd,10198
0.794329649,0.886111111,1889,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,5499
0.897164825,0.948611111,3130,134,142,13.055555555555555,9.791666666666666,108.0,3.61,rwd,18150
0.881787602,0.940277778,2976,171,161,11.75,9.791666666666666,102.9,3.27,rwd,16558
0.851994234,0.920833333,2507,136,110,12.36842105263158,9.4,99.8,3.19,fwd,15250
0.872176838,0.923611111,2579,132,104,10.217391304347826,7.580645161290323,96.1,3.46,fwd,9295
0.755886593,0.886111111,1967,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6229
0.755886593,0.894444444,1918,92,68,6.351351351351352,5.7317073170731705,93.7,2.97,fwd,5389
0.826525709,0.908333333,2385,108,82,9.791666666666666,9.4,97.0,3.62,4wd,9233
0.873137914,0.923611111,3095,181,152,13.823529411764708,10.681818181818182,100.4,3.43,fwd,13499
0.843825084,0.923611111,2458,122,92,8.703703703703704,7.34375,102.4,3.31,fwd,11248
0.833253244,0.905555556,2324,120,97,8.703703703703704,6.911764705882353,97.2,3.33,fwd,8949
0.843825084,0.923611111,2480,110,73,7.833333333333333,7.121212121212121,102.4,3.27,fwd,10698
0.833253244,0.905555556,2302,120,97,8.703703703703704,6.911764705882353,97.2,3.33,fwd,9549
0.720807304,0.888888889,1837,79,60,6.184210526315789,5.595238095238095,93.7,2.91,fwd,5399
0.849591543,0.9,2765,164,121,11.19047619047619,8.392857142857142,101.2,3.31,rwd,21105
0.754925517,0.8875,2024,92,76,7.833333333333333,6.911764705882353,96.5,2.92,fwd,7295
0.803940413,0.886111111,2191,98,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,7609
0.820278712,0.858333333,2337,111,78,9.791666666666666,8.10344827586207,94.3,3.31,rwd,6785
0.907256127,0.933333333,2912,141,114,10.217391304347826,8.392857142857142,104.3,3.78,rwd,12940
0.817876021,0.886111111,2024,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,7349
0.755886593,0.886111111,2240,108,73,9.038461538461538,7.580645161290323,93.3,3.62,4wd,7603
0.801537722,0.891666667,1950,91,68,7.580645161290323,6.184210526315789,93.1,3.08,fwd,7395
0.849591543,0.925,2460,132,104,10.217391304347826,7.580645161290323,96.1,3.46,fwd,9895
0.810667948,0.888888889,2300,98,112,9.038461538461538,8.10344827586207,94.5,3.24,rwd,9538
0.812590101,0.916666667,2293,110,100,9.4,7.580645161290323,96.5,3.15,fwd,10345
0.803940413,0.886111111,1989,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6692
0.897164825,0.95,3252,152,95,8.392857142857142,7.121212121212121,107.9,3.7,rwd,17950
0.755886593,0.886111111,2191,98,102,9.791666666666666,7.833333333333333,93.7,3.03,fwd,8558
0.826525709,0.908333333,2340,108,94,9.038461538461538,7.34375,97.2,3.62,fwd,9960
0.887073522,0.923611111,3060,181,152,12.36842105263158,9.4,100.4,3.43,fwd,13499
0.955790485,0.95,3485,152,95,9.4,9.4,114.2,3.7,rwd,17075
0.822681403,0.909722222,2823,152,154,12.36842105263158,9.038461538461538,94.5,2.68,rwd,16500
0.831331091,0.908333333,2370,110,116,10.217391304347826,7.833333333333333,96.3,3.17,fwd,9959
0.921191735,0.980555556,3950,326,262,18.07692307692308,13.823529411764708,102.0,3.54,rwd,36000
0.907256127,0.933333333,3045,130,162,13.823529411764708,10.681818181818182,104.3,3.62,rwd,18420
0.907256127,0.933333333,2935,141,114,9.791666666666666,8.392857142857142,104.3,3.78,rwd,15985
0.828447862,0.908333333,2403,110,116,10.217391304347826,7.833333333333333,96.3,3.17,fwd,9279
0.810667948,0.888888889,2265,98,112,9.038461538461538,8.10344827586207,94.5,3.24,rwd,9298
0.80490149,0.905555556,2236,110,86,8.703703703703704,7.121212121212121,96.5,3.15,fwd,7895
0.907256127,0.933333333,3034,141,114,10.217391304347826,8.392857142857142,104.3,3.78,rwd,13415
0.854396925,0.923611111,2425,122,84,9.038461538461538,7.34375,98.8,3.39,fwd,11245
0.755886593,0.886111111,2128,98,102,9.791666666666666,7.833333333333333,93.7,3.03,fwd,7957
0.826525709,0.908333333,2510,108,111,9.791666666666666,8.10344827586207,97.0,3.62,4wd,11259
0.820278712,0.943055556,3071,181,160,12.36842105263158,9.4,91.3,3.43,rwd,17199
0.720807304,0.888888889,1956,92,76,7.833333333333333,6.911764705882353,93.7,2.91,fwd,7129
0.849591543,0.9,2710,164,121,11.19047619047619,8.392857142857142,101.2,3.31,rwd,20970
0.907256127,0.933333333,3157,130,162,13.823529411764708,10.681818181818182,104.3,3.62,rwd,18950
0.810667948,0.888888889,2169,98,70,8.10344827586207,6.911764705882353,94.5,3.19,rwd,8058
0.925997117,0.991666667,2844,136,110,12.36842105263158,9.4,105.8,3.19,fwd,17710
0.839019702,0.897222222,2535,122,88,9.791666666666666,7.833333333333333,103.3,3.34,fwd,8921
0.839019702,0.897222222,2535,122,88,9.791666666666666,7.833333333333333,103.3,3.35,fwd,8921
0.848630466,0.922222222,2824,136,115,13.055555555555555,10.681818181818182,99.4,3.19,4wd,17450
0.720807304,0.888888889,1940,92,76,7.833333333333333,6.911764705882353,93.7,2.91,fwd,6529
0.833733782,0.908333333,2290,108,82,8.392857142857142,7.34375,97.0,3.62,fwd,7463
0.83421432,0.908333333,2650,108,111,10.217391304347826,10.217391304347826,96.9,3.62,4wd,11694
0.897164825,0.95,3252,152,95,8.392857142857142,7.121212121212121,107.9,3.7,rwd,16900
0.83421432,0.908333333,2420,108,82,10.217391304347826,8.10344827586207,96.9,3.62,4wd,8013
0.849591543,0.9,2395,108,101,10.217391304347826,8.10344827586207,101.2,3.5,rwd,16925
0.840941855,0.918055556,2670,140,120,12.36842105263158,8.703703703703704,104.9,3.76,rwd,18280
0.897164825,0.95,3075,120,97,12.36842105263158,9.791666666666666,107.9,3.46,rwd,16630
0.762614128,0.883333333,1985,92,62,6.714285714285714,6.0256410256410255,95.7,3.05,fwd,5348
0.846708313,0.911111111,2679,146,116,9.791666666666666,7.833333333333333,98.4,3.62,rwd,11199
0.811148486,0.890277778,2548,130,111,11.19047619047619,8.703703703703704,88.6,3.47,rwd,13495
0.825084094,0.909722222,2264,97,52,6.351351351351352,5.108695652173913,97.3,3.01,fwd,7995
0.799135031,0.894444444,2109,98,70,7.833333333333333,6.351351351351352,95.7,3.19,fwd,7198
1.0,0.995833333,3900,308,184,16.785714285714285,14.6875,120.9,3.8,rwd,40960
0.811629025,0.902777778,2756,194,207,13.823529411764708,9.4,89.5,3.74,rwd,32528
0.917347429,0.976388889,3515,183,123,10.681818181818182,9.4,110.0,3.58,rwd,25552
0.959154253,0.966666667,4066,258,176,15.666666666666666,12.36842105263158,113.0,3.63,rwd,32250
0.846708313,0.911111111,2540,146,116,9.791666666666666,7.833333333333333,98.4,3.62,rwd,8449
0.832292167,0.920833333,2811,156,145,12.36842105263158,9.791666666666666,95.9,3.6,fwd,12964
0.842864008,0.905555556,2465,110,101,9.791666666666666,8.392857142857142,96.5,3.15,fwd,12945
0.897164825,0.95,3075,120,95,12.36842105263158,9.791666666666666,107.9,3.46,rwd,15580
0.799135031,0.894444444,2275,110,56,6.184210526315789,5.0,95.7,3.27,fwd,7788
0.799135031,0.894444444,2094,98,70,6.184210526315789,5.0,95.7,3.19,fwd,7738
0.755886593,0.886111111,1989,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,7609
0.755886593,0.886111111,1967,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6229
0.765497357,0.891666667,2254,109,90,9.791666666666666,8.10344827586207,94.5,3.19,fwd,11595
0.762614128,0.883333333,2040,92,62,7.580645161290323,6.184210526315789,95.7,3.05,fwd,6338
0.832292167,0.920833333,2926,156,145,12.36842105263158,9.791666666666666,95.9,3.59,fwd,14489
0.842864008,0.868055556,2372,110,86,8.703703703703704,7.121212121212121,96.5,3.15,fwd,10295
0.846708313,0.911111111,2975,146,116,9.791666666666666,7.833333333333333,98.4,3.62,rwd,17669
0.764536281,0.891666667,1890,91,68,7.833333333333333,7.580645161290323,93.1,3.03,fwd,5195
0.817876021,0.886111111,2037,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,7999
0.799135031,0.894444444,2275,110,56,6.911764705882353,6.527777777777778,95.7,3.27,fwd,7898
0.829408938,0.905555556,2734,119,90,9.791666666666666,8.10344827586207,96.0,3.43,rwd,11048
0.826525709,0.908333333,2190,108,82,8.392857142857142,7.121212121212121,97.2,3.62,fwd,7775
0.848630466,0.919444444,2337,109,102,9.791666666666666,7.833333333333333,99.8,3.19,fwd,13950
0.897164825,0.95,3197,152,95,8.392857142857142,7.121212121212121,107.9,3.7,rwd,13200
0.812109563,0.9125,2380,70,101,13.823529411764708,10.217391304347826,95.3,3.329751244,rwd,11845
0.896684286,0.923611111,2847,121,160,12.36842105263158,9.038461538461538,99.1,3.54,fwd,18620
0.825084094,0.909722222,2212,109,85,8.703703703703704,6.911764705882353,97.3,3.19,fwd,8195
0.907256127,0.956944444,3217,145,106,9.038461538461538,8.703703703703704,109.1,3.01,rwd,22470
0.796251802,0.888888889,2221,109,90,9.791666666666666,8.10344827586207,94.5,3.19,fwd,9980
0.764536281,0.891666667,1905,91,68,7.580645161290323,6.184210526315789,93.1,3.03,fwd,6795
0.832292167,0.920833333,2921,156,145,12.36842105263158,9.791666666666666,95.9,3.59,fwd,14869
0.785199423,0.888888889,2010,92,76,7.833333333333333,6.911764705882353,96.5,2.91,fwd,7295
0.925997117,0.991666667,2954,136,110,12.36842105263158,9.4,105.8,3.19,fwd,18920
0.955790485,0.95,3285,120,95,12.36842105263158,9.791666666666666,114.2,3.46,rwd,16695
0.794329649,0.886111111,1951,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,7299
0.828447862,0.908333333,2405,122,88,9.4,7.34375,96.3,3.35,fwd,8189
0.902450745,0.923611111,3151,161,156,12.36842105263158,9.791666666666666,104.5,3.27,rwd,15750
0.825084094,0.909722222,2275,109,85,8.703703703703704,6.911764705882353,97.3,3.19,fwd,8495
0.794329649,0.886111111,1938,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,6849
0.925997117,0.991666667,3086,131,140,13.823529411764708,11.75,105.8,3.13,fwd,23875
0.908217203,0.929166667,3055,164,121,11.75,9.4,103.5,3.31,rwd,24565
0.854396925,0.923611111,2410,122,84,9.038461538461538,7.34375,98.8,3.39,fwd,10245
0.843825084,0.923611111,2414,122,92,8.703703703703704,7.34375,102.4,3.31,fwd,10898
0.896684286,0.923611111,2758,121,110,11.19047619047619,8.392857142857142,99.1,3.54,fwd,15510
0.678039404,0.8375,1488,61,48,5.0,4.433962264150943,88.4,2.91,fwd,5151
0.857280154,0.944444444,2910,140,175,12.36842105263158,9.791666666666666,102.7,3.78,rwd,16503
0.902450745,0.923611111,3131,171,156,11.75,9.791666666666666,104.5,3.27,rwd,15690
0.75396444,0.880555556,2050,97,69,7.580645161290323,6.527777777777778,93.7,3.62,fwd,5118
0.846708313,0.911111111,2714,146,116,9.791666666666666,7.833333333333333,98.4,3.62,rwd,11549
0.825084094,0.909722222,2300,109,100,9.038461538461538,7.34375,97.3,3.19,fwd,9995
0.840941855,0.918055556,2700,134,72,7.580645161290323,6.0256410256410255,104.9,3.43,rwd,18344
0.812109563,0.9125,2385,70,101,13.823529411764708,10.217391304347826,95.3,3.329751244,rwd,13645
0.955790485,0.95,3430,152,95,9.4,9.4,114.2,3.7,rwd,13860
0.801537722,0.891666667,1945,91,68,7.580645161290323,6.184210526315789,93.1,3.03,fwd,6695
0.907256127,0.955555556,3049,141,160,12.36842105263158,9.4,109.1,3.78,rwd,19045
0.843825084,0.923611111,2326,122,92,8.10344827586207,6.911764705882353,102.4,3.31,fwd,8948
0.854396925,0.923611111,2385,122,84,9.038461538461538,7.34375,98.8,3.39,fwd,10595
0.764536281,0.891666667,1900,91,68,7.580645161290323,6.184210526315789,93.1,3.03,fwd,6095
0.794329649,0.886111111,1918,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,6649
0.755886593,0.886111111,1876,90,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6377
0.854396925,0.923611111,2410,122,84,9.038461538461538,7.34375,98.8,3.39,fwd,8495
0.810667948,0.888888889,2204,98,70,8.10344827586207,6.911764705882353,94.5,3.19,rwd,8238
0.907256127,0.933333333,3042,141,114,9.791666666666666,8.392857142857142,104.3,3.78,rwd,16515
0.896684286,0.923611111,2695,121,110,11.19047619047619,8.392857142857142,99.1,3.54,fwd,12170
0.80490149,0.905555556,2289,110,86,8.703703703703704,7.121212121212121,96.5,3.15,fwd,9095
0.799135031,0.894444444,2122,98,70,8.392857142857142,6.911764705882353,95.7,3.19,fwd,8358
0.879865449,0.929166667,2563,109,88,9.4,7.580645161290323,100.4,3.19,fwd,12290
0.811148486,0.890277778,2548,130,111,11.19047619047619,8.703703703703704,88.6,3.47,rwd,16500
0.812109563,0.9125,2380,70,101,13.823529411764708,10.217391304347826,95.3,3.329751244,rwd,10945
0.81547333,0.883333333,2280,92,62,7.580645161290323,6.351351351351352,95.7,3.05,fwd,6918
0.896684286,0.923611111,2707,121,110,11.19047619047619,8.392857142857142,99.1,2.54,fwd,15040
0.81547333,0.883333333,3110,92,62,8.703703703703704,7.34375,95.7,3.05,4wd,8778
0.857760692,0.943055556,3139,181,160,12.36842105263158,9.4,99.2,3.43,rwd,18399
0.887073522,0.923611111,3296,181,152,13.823529411764708,10.681818181818182,100.4,3.43,fwd,14399
0.755886593,0.886111111,2128,98,102,9.791666666666666,7.833333333333333,93.7,3.03,fwd,7957
0.794329649,0.886111111,2017,103,55,5.222222222222222,4.7,94.5,2.99,fwd,7099
0.755886593,0.894444444,1944,92,68,7.580645161290323,6.184210526315789,93.7,2.97,fwd,6189
0.832292167,0.920833333,2818,156,145,12.36842105263158,9.791666666666666,95.9,3.59,rwd,12764
0.907256127,0.956944444,3062,141,114,12.36842105263158,9.4,109.1,3.78,rwd,22625
0.755886593,0.886111111,1876,90,68,6.351351351351352,5.7317073170731705,93.7,2.97,fwd,5572
0.865929841,0.929166667,2579,97,68,7.121212121212121,6.184210526315789,100.4,3.01,fwd,13845
0.9572321,1.0,3715,304,184,16.785714285714285,14.6875,112.0,3.8,rwd,45400
0.955790485,0.95,3230,120,97,12.36842105263158,9.791666666666666,114.2,3.46,rwd,12440
0.908217203,0.929166667,3230,209,182,14.6875,10.681818181818182,103.5,3.62,rwd,30760
0.795771264,0.886111111,2028,97,69,7.580645161290323,6.351351351351352,94.5,3.15,fwd,7799
0.825084094,0.909722222,2209,109,85,8.703703703703704,6.911764705882353,97.3,3.19,fwd,7975
0.820278712,0.943055556,3139,181,200,13.823529411764708,10.217391304347826,91.3,3.43,rwd,19699
